"","Times","DRYCRK02","ENISH04","CHQSTCR01","BRSHYCR01","INDIAN02","SOAPCR02","HONEYCR01","ENDWY01","RLSTNCR01","BNNTTCR01","BVRCR01","TIPTNCR01","SQWCR03","SSKNK04","LAKECR01","CRANECR02","YELLOWRV01","TKYRV03","LTLTKY02","PRICECR01","CLRCRK03","WNBGORV01","POUDRERV01","DRYCR02","SKKMCHCK01","ONIONCR01","HRGVCR01","CLRCRKW01","BFFLOCR02","MDCRK01","CRANECR01","FLOYDRV01","OTTERCR01","BLUECR01","MDDLRCCN02","MDDLRCCN03","BEARCRK01","NFCTFSH01","RAVENCR01","CHSLSCR01","WNISH03","NBEARCR01","ENISH05","WFLTLSIOUX01","INDCR03","SHLRK01","SHLRK03","CHQSTCR02","BEVRCRK01","LTLSIOUX04","WLLWCR02","DEERCR01","SHLRK04","OTTRCRK03","OTTRCRK04","SQWCR04","LTLCEDAR02","RHNCR01","SENGLSH01","WNBGORV04","PRICECR02","SFIOWA03","SCHQSTCR01","WNBGORV06","MAPLERV02","DEEPCRK01","OTTRCRK01","INDCR04","FLOYDRV02","PRAIRIE01","FOURMLE03","BEARCREEK01","LNGDCKCR01","MNTGMRY01","NWLNTCR02","CEDARRV04","DRYRNCRK01","INDCR01","LTLWLNT01","CLRCRKS01","WLNTCR02","BFFLOCR01","EFDSMNS01","SBVRCRK01","TRBLSM01","SOAPCR03","UIWARV01","HOOSRCR01","BOONERV01","CLRCRK02","DRYCR01","CEDARRV03","ELKRN01","CEDARRV05","MQKTARV02","DRYCRK01","TIPTNCR02","VLGARV01","RBRTSCR01","SHLRK05","NRCCNRV03","FOURMLE02","LTLSIOUX01","WNISH02","MRGNCR01","TKYRV01","WNBGORV05","SOAPCR01","INDIAN01","MDDLRCCN01","TKYRV02","BEAVER03","WAPSI03","MQKTARV05","MILLERCRK01","SKNKRV01","BRCHFLD01","LTLCEDAR01","LIMECR01","SSKNK03","OTTRCRK02","WNBGORV02","LTLWAPSI01","HEWITTCR01","BEAR01","NFMQKTA02","WOLFCRK01","MQKTARV03","ENISH02","IOWARV01","BEVRCRK02","WALNUTCR01","MUDCR01","CDRCR01","WLLWCR01","WAPSI04","BEAVER01","SQWCR02","RAPIDTRB01","SQWCR01","WLLWCR-IC01","LTLSOAP01","WLNTCR01","COFFINSCR01","WNISH01","EBRBVRDAM01","INDCR02","WFCRKDCR01","EINDNCR01","LTLSIOUX03","NSKNK01","SFIOWA01","SLVRCR01","WLFCR01","WNBGORV03","NWLNTCR01","VLGARV02","ENISH01","LTLTKY01","NENGLSH01","WATERMAN01","CLRCRKS02","SHLRK02","KEGCR01","LTLSIOUX02","SSKNK02","DUCKCR01","SSKNK01","DSMNSRV04","NORTHRV01","NFMQKTA01","HNYCRK01","SUGARCR01","SPRNGCRK01","VLGARV03","BEAVER02","DRNGDTCH01","GRANCRK01","SPRINGCR01","LTLASHER01","COONCR01","DYECRK01","BOYERRV02","MADCRK01","FOURMLE01","CEDARCRK01","OCHYDNRV01","WAPSI02","MCHKNCK01","MQKTARV01","MUDCRK01","MQKTARV04","GRNGRCR01","BLCKHWK01","DSMNSRV02","NRCCNRV02","MSQUTOCR02","SRCCNRV01","MADCRK02","WFKLTSIOUX01","WAPSI05","BRCKCMP01","SLOUGHCR01","ROCKCR02","CLRCRK01","BEAVERCRK01","MAPLERV01","ROGERSCR01","NRCCNRV01","PRAIRIECRK01","RCCNRV01","DSMNSRV01","DSMNSRV03","LTLSIOUX05","CTFSHCR01","WLNTCRK01","ROCKCR01","WBFLOYDRV01","BOYERRV01","CAMPCR01","CEDARRV02","RAPIDCR01","GENEVACR01","MSQUTOCR01"
"214","05:15:12-05",843.18,1049.3,620.23,1189.4,1057.98,707.56,667.71,966,651.72,827.27,909.65,1010.55,929.45,974.95,1104.16,1141.76,965.65,1121.12,1118.51,710.39,755.86,1043.08,5101.69,776.68,203.74,955.23,982.99,748.16,729.25,1026.21,985.78,-9999,741.9,763.29,1123.44,1196.26,738.3,690.7,823.91,1136.17,1169.97,804.17,1173.37,1129.89,769.6,916.37,948.74,669.36,968.31,1366.21,1110.72,675.93,1053.93,976.39,1082.38,970.72,1073.24,728.99,686.42,1152.39,763.76,1125.63,666.22,1210.23,1253.18,665.29,793.27,810.99,1367.2,960.5,907.11,954.88,991.62,965.35,834.09,1096.79,844.76,698.18,897.46,739.05,862.06,701.51,1090.4,1087.08,1185.81,768.79,885.12,711.55,1078.01,711.56,737.02,922.68,847.41,1130.83,839.72,810.3,1084.33,777.67,749.26,1125.82,1194.44,823.98,1162.1,1017.2,726.49,758.26,1193.72,634.22,1038.77,910.12,817.18,1082.57,709.68,967.01,821,599.96,1045.92,947.7,786.77,878.18,884.19,1062.45,1089.12,932.2,928.28,921.59,1043.91,896.43,947.35,617.77,1081.14,756.6,770.55,731.91,1101.5,737.86,1002.01,888.32,750.95,872.19,NA,645.78,840.05,966.69,912.85,1106.41,730.56,660.74,885.84,1319.69,809.76,1091.42,1006.01,805.26,1110.48,825.71,846.94,917.49,936.13,691.72,1231.73,770.78,928.35,998.65,1303.06,778.32,616.05,745.44,904.74,762.95,808.15,945.84,631.53,1136.28,1084.12,1037.31,947.34,970.99,778.1,946,881.63,1021.52,1059.93,570.45,771.11,667,1358,665.15,715.08,795.14,816.46,904.75,605.42,552.71,887.17,932.92,1078.11,918.44,616.94,1392.06,811.02,990.33,1094.96,1137.01,698.89,974.53,1199.7,1008.1,896.83,738.94,846.09,869.37,995.7,1387.5,606.18,746.35,1026.56,1244.28,1000.79,812.25,718.2,730.49,587.69,991.7
"215","05:00:12-05",843.2,1049.31,620.23,1189.4,1057.95,707.57,667.7,966.02,651.72,827.27,909.66,1010.56,929.45,974.94,1104.15,1141.77,965.67,1121.14,1118.51,710.39,755.9,1043.07,5099.45,776.69,203.8,955.24,982.99,748.16,729.25,1026.21,985.78,-9999,741.91,763.27,1123.45,1196.27,738.3,690.65,823.91,1136.17,1169.96,804.17,1173.38,1129.88,769.6,916.39,948.72,669.34,968.33,1366.22,1110.73,675.94,1053.91,976.42,1082.37,970.72,1073.24,729.02,686.41,1152.37,763.76,1125.62,666.25,1210.22,1253.19,665.29,793.26,810.99,1367.2,960.5,907.11,954.91,991.63,965.34,834.12,1096.78,844.76,698.18,897.45,739.04,862.06,701.51,1090.4,1087.07,1185.84,768.79,885.11,711.56,1078.02,711.57,737.02,922.67,847.45,1130.81,839.73,810.29,1084.33,777.68,749.24,1125.83,1194.44,824.01,1162.11,1017.24,726.5,758.25,1193.72,634.22,1038.75,910.11,817.19,1082.58,709.69,967.01,821,599.99,1045.92,947.7,786.77,878.19,884.2,1062.41,1089.1,932.22,928.28,921.58,1043.93,896.42,947.32,617.77,1081.15,756.61,770.54,731.9,1101.48,737.86,1002.01,888.32,750.95,872.19,NA,645.75,840.04,966.69,912.86,1106.41,730.56,660.73,885.85,1319.7,809.81,1091.42,1006.02,805.25,1110.47,825.7,846.94,917.49,936.12,691.72,1231.72,770.77,928.34,998.66,1303.06,778.33,616.06,745.44,904.74,762.96,808.16,945.83,631.53,1136.29,1084.12,1037.32,947.34,970.99,778.11,946.01,881.65,1021.52,1059.92,570.47,771.13,666.98,1358.01,665.14,715.1,795.14,816.46,904.73,605.42,552.71,887.18,932.92,1078.12,918.44,616.95,1392.07,811.02,990.32,1094.96,1137.01,698.88,974.53,1199.66,1008.1,896.84,738.94,846.1,869.37,995.74,1387.49,606.18,746.35,1026.57,1244.28,1000.77,812.29,718.21,730.5,587.68,991.67
"216","04:45:11-05",843.19,1049.28,620.22,1189.41,1057.95,707.57,667.71,966.01,651.72,827.27,909.66,1010.55,929.45,974.95,1104.16,1141.77,965.68,1121.13,1118.52,710.39,755.89,1043.1,5103.94,776.69,203.83,955.24,983.01,748.15,729.24,1026.19,985.81,-9999,741.92,763.3,1123.45,1196.27,738.31,690.79,823.9,1136.16,1169.96,804.17,1173.37,1129.88,769.58,916.39,948.77,669.35,968.29,1366.24,1110.72,675.96,1053.93,976.42,1082.36,970.72,1073.26,729.05,686.41,1152.37,763.76,1125.62,666.25,1210.22,1253.19,665.28,793.26,810.99,1367.19,960.51,907.11,954.88,991.63,965.35,834.1,1096.78,844.76,698.18,897.46,739.05,862.06,701.5,1090.4,1087.06,1185.82,768.8,885.11,711.56,1078.02,711.56,737.03,922.67,847.45,1130.82,839.73,810.29,1084.34,777.69,749.25,1125.81,1194.45,823.98,1162.11,1017.22,726.5,758.26,1193.72,634.21,1038.72,910.12,817.18,1082.59,709.69,966.99,821,599.97,1045.9,947.7,786.77,878.18,884.19,1062.44,1089.09,932.2,928.28,921.59,1043.92,896.42,947.31,617.75,1081.14,756.6,770.55,731.89,1101.48,737.87,1002.01,888.34,750.96,872.19,NA,645.78,840.03,966.69,912.89,1106.37,730.58,660.76,885.85,1319.7,809.78,1091.41,1006.03,805.25,1110.47,825.69,846.94,917.49,936.12,691.73,1231.75,770.78,928.37,998.65,1303.05,778.35,616.06,745.43,904.72,762.97,808.16,945.82,631.53,1136.29,1084.12,1037.32,947.34,970.98,778.11,946.01,881.67,1021.52,1059.91,570.44,771.14,667,1358.01,665.12,715.1,795.16,816.46,904.74,605.42,552.71,887.18,932.91,1078.12,918.44,616.94,1392.06,811.03,990.33,1094.98,1137.01,698.88,974.52,1199.67,1008.09,896.82,738.95,846.06,869.37,995.75,1387.49,606.18,746.35,1026.62,1244.28,1000.79,812.3,718.2,730.48,587.68,991.66
"217","04:30:10-05",843.2,1049.28,620.22,1189.4,1057.96,707.58,667.71,966,651.73,827.29,909.65,1010.55,929.44,974.94,1104.15,1141.77,965.69,1121.15,1118.52,710.39,755.89,1043.11,5099.46,776.69,203.86,955.22,983.03,748.14,729.26,1026.19,985.79,-9999,741.92,763.27,1123.44,1196.26,738.32,690.7,823.91,1136.16,1169.96,804.17,1173.38,1129.86,769.59,916.41,948.82,669.35,968.32,1366.23,1110.73,675.96,1053.95,976.42,1082.37,970.68,1073.26,729.05,686.41,1152.37,763.76,1125.63,666.21,1210.21,1253.19,665.29,793.25,810.98,1367.2,960.51,907.09,954.87,991.62,965.35,834.12,1096.79,844.76,698.18,897.46,739.05,862.06,701.52,1090.41,1087.08,1185.85,768.79,885.11,711.55,1078.02,711.56,737.02,922.68,847.45,1130.8,839.73,810.29,1084.33,777.69,749.25,1125.78,1194.44,823.98,1162.11,1017.23,726.51,758.28,1193.72,634.2,1038.74,910.12,817.16,1082.59,709.71,967.01,821,599.99,1045.93,947.69,786.78,878.2,884.19,1062.42,1089.07,932.21,928.28,921.58,1043.93,896.42,947.36,617.77,1081.14,756.58,770.55,731.91,1101.48,737.86,1002,888.32,750.95,872.21,NA,645.66,840.04,966.69,912.88,1106.37,730.56,660.76,885.86,1319.71,809.81,1091.42,1006.01,805.26,1110.45,825.69,846.94,917.5,936.11,691.72,1231.73,770.78,928.39,998.63,1303.05,778.35,616.06,745.43,904.7,762.97,808.18,945.85,631.52,1136.3,1084.12,1037.31,947.34,970.99,778.12,946,881.66,1021.51,1059.94,570.48,771.1,666.99,1358.01,665.15,715.11,795.15,816.46,904.74,605.42,552.71,887.18,932.91,1078.09,918.43,616.95,1392.06,811.01,990.33,1094.98,1137.01,698.87,974.52,1199.7,1008.11,896.82,738.95,846.08,869.36,995.75,1387.49,606.17,746.35,1026.65,1244.28,1000.78,812.34,718.21,730.48,587.71,991.65
"218","04:15:10-05",843.18,1049.27,620.22,1189.4,1057.94,707.56,667.72,966,651.73,827.28,909.65,1010.55,929.45,974.96,1104.15,1141.78,965.67,1121.14,1118.52,710.39,755.91,1043.11,5103.97,776.69,203.89,955.22,983.04,748.16,729.25,1026.21,985.8,-9999,741.91,763.34,1123.43,1196.27,738.31,690.72,823.9,1136.16,1169.95,804.18,1173.37,1129.86,769.59,916.37,948.85,669.33,968.33,1366.23,1110.73,675.96,1053.96,976.41,1082.39,970.69,1073.26,729.05,686.4,1152.35,763.76,1125.62,666.15,1210.07,1253.19,665.29,793.27,810.99,1367.21,960.5,907.1,954.87,991.62,965.34,834.1,1096.78,844.77,698.2,897.45,739.05,862.06,701.51,1090.41,1087.07,1185.85,768.79,885.11,711.55,1078.01,711.54,737.02,922.69,847.44,1130.79,839.72,810.29,1084.34,777.69,749.24,1125.78,1194.45,823.99,1162.1,1017.19,726.5,758.27,1193.71,634.2,1038.72,910.11,817.16,1082.59,709.71,967,821.01,599.98,1045.93,947.69,786.76,878.19,884.19,1062.46,1089.09,932.21,928.27,921.6,1043.94,896.42,947.33,617.75,1081.14,756.6,770.54,731.89,1101.48,737.86,1002.01,888.32,750.96,872.19,NA,645.78,840.03,966.69,912.85,1106.4,730.57,660.78,885.86,1319.7,809.78,1091.43,1006,805.26,1110.4,825.7,846.94,917.49,936.14,691.71,1231.74,770.79,928.37,998.63,1303.05,778.36,616.07,745.44,904.7,762.98,808.17,945.83,631.52,1136.31,1084.13,1037.29,947.35,970.99,778.13,946.01,881.66,1021.52,1059.94,570.51,771.11,667.01,1358,665.13,715.11,795.15,816.45,904.74,605.42,552.71,887.19,932.89,1078.1,918.43,616.96,1392.06,811.01,990.32,1094.99,1137.02,698.84,974.52,1199.67,1008.1,896.82,738.96,846.05,869.37,995.75,1387.49,606.17,746.35,1026.65,1244.29,1000.79,812.25,718.22,730.49,587.7,991.64
"219","04:00:09-05",843.22,1049.3,620.2,1189.41,1057.95,707.55,667.71,966.01,651.73,827.28,909.63,1010.56,929.45,974.94,1104.16,1141.78,965.7,1121.13,1118.52,710.39,755.9,1043.14,5099.43,776.68,203.92,955.24,983.04,748.16,729.24,1026.19,985.81,-9999,741.91,763.29,1123.43,1196.26,738.31,690.65,823.91,1136.17,1169.94,804.18,1173.39,1129.86,769.6,916.39,948.85,669.35,968.36,1366.23,1110.73,675.97,1053.98,976.41,1082.39,970.7,1073.26,729.05,686.4,1152.35,763.77,1125.63,666.21,1209.92,1253.21,665.3,793.28,810.99,1367.21,960.5,907.1,954.88,991.64,965.35,834.13,1096.79,844.78,698.21,897.44,739.07,862.05,701.51,1090.42,1087.05,1185.87,768.79,885.1,711.56,1078.01,711.56,737.02,922.69,847.45,1130.79,839.72,810.29,1084.33,777.68,749.24,1125.81,1194.45,824,1162.12,1017.23,726.52,758.27,1193.71,634.21,1038.75,910.1,817.16,1082.6,709.72,967,821.01,599.96,1045.93,947.69,786.76,878.17,884.2,1062.45,1089.1,932.22,928.27,921.6,1043.92,896.42,947.33,617.79,1081.14,756.6,770.54,731.9,1101.49,737.86,1001.98,888.32,750.96,872.2,NA,645.77,840.03,966.7,912.83,1106.38,730.57,660.79,885.85,1319.7,809.79,1091.42,1006.01,805.26,1110.41,825.68,846.94,917.49,936.12,691.73,1231.73,770.8,928.32,998.61,1303.06,778.34,616.06,745.43,904.69,762.96,808.16,945.83,631.52,1136.31,1084.12,1037.27,947.35,970.99,778.14,946,881.65,1021.53,1059.95,570.5,771.13,667,1358.01,665.15,715.11,795.15,816.47,904.75,605.42,552.71,887.19,932.89,1078.07,918.43,616.96,1392.06,811.01,990.33,1094.98,1137.04,698.84,974.49,1199.69,1008.11,896.82,738.95,846.08,869.37,995.79,1387.49,606.18,746.35,1026.66,1244.29,1000.78,812.27,718.21,730.49,587.7,991.65
"220","03:45:08-05",843.21,1049.31,620.23,1189.41,1057.96,707.54,667.71,966.03,651.73,827.28,909.65,1010.55,929.45,974.95,1104.16,1141.78,965.69,1121.14,1118.52,710.39,755.9,1043.17,5099.46,776.69,203.99,955.23,983.05,748.15,729.26,1026.18,985.81,-9999,741.91,763.34,1123.44,1196.27,738.3,690.66,823.93,1136.17,1169.95,804.18,1173.4,1129.86,769.59,916.37,948.85,669.33,968.33,1366.23,1110.75,675.95,1053.98,976.42,1082.39,970.72,1073.26,729.05,686.41,1152.37,763.76,1125.63,666.17,1210.02,1253.2,665.3,793.27,811,1367.2,960.5,907.11,954.89,991.63,965.35,834.11,1096.8,844.79,698.19,897.45,739.05,862.07,701.51,1090.42,1087.06,1185.87,768.76,885.11,711.55,1077.99,711.58,737.04,922.7,847.43,1130.8,839.75,810.3,1084.33,777.69,749.24,1125.81,1194.44,824.02,1162.11,1017.22,726.53,758.26,1193.69,634.19,1038.77,910.08,817.17,1082.59,709.7,966.99,821.01,599.98,1045.91,947.7,786.78,878.18,884.2,1062.45,1089.09,932.21,928.28,921.59,1043.93,896.42,947.32,617.78,1081.15,756.61,770.54,731.9,1101.49,737.87,1001.99,888.32,750.95,872.21,NA,645.73,840.05,966.7,912.86,1106.37,730.58,660.79,885.86,1319.71,809.75,1091.43,1006.01,805.25,1110.44,825.69,846.94,917.5,936.13,691.73,1231.74,770.81,928.33,998.62,1303.06,778.34,616.06,745.43,904.72,762.97,808.15,945.85,631.53,1136.32,1084.12,1037.27,947.35,971.01,778.15,945.98,881.65,1021.5,1059.94,570.52,771.15,667,1358,665.15,715.11,795.15,816.48,904.76,605.42,552.71,887.18,932.88,1078.07,918.42,616.95,1392.06,811.02,990.32,1094.98,1137.05,698.86,974.52,1199.68,1008.1,896.83,738.95,846.07,869.37,995.71,1387.49,606.17,746.35,1026.66,1244.3,1000.82,812.26,718.22,730.49,587.69,991.62
"221","03:30:08-05",843.22,1049.32,620.21,1189.4,1057.96,707.55,667.72,966.04,651.74,827.27,909.66,1010.56,929.45,974.95,1104.16,1141.79,965.69,1121.12,1118.52,710.38,755.9,1043.16,5099.44,776.69,204.03,955.23,983.06,748.16,729.25,1026.22,985.81,-9999,741.89,763.32,1123.45,1196.28,738.3,690.58,823.91,1136.18,1169.98,804.2,1173.41,1129.87,769.59,916.38,948.84,669.34,968.33,1366.24,1110.74,675.95,1053.98,976.42,1082.39,970.71,1073.25,729.05,686.4,1152.38,763.77,1125.62,666.23,1210.21,1253.19,665.3,793.28,811.02,1367.22,960.5,907.1,954.88,991.63,965.34,834.12,1096.8,844.8,698.19,897.46,739.05,862.06,701.52,1090.43,1087.06,1185.87,768.78,885.11,711.55,1077.99,711.6,737.01,922.7,847.44,1130.83,839.74,810.29,1084.33,777.69,749.22,1125.84,1194.43,824.02,1162.12,1017.2,726.52,758.3,1193.69,634.2,1038.74,910.1,817.19,1082.59,709.71,966.99,821.01,599.97,1045.92,947.72,786.77,878.18,884.19,1062.46,1089.09,932.23,928.27,921.59,1043.95,896.43,947.34,617.78,1081.14,756.56,770.56,731.89,1101.49,737.89,1001.99,888.32,750.96,872.21,NA,645.78,840.04,966.71,912.88,1106.4,730.57,660.78,885.86,1319.71,809.79,1091.44,1005.99,805.25,1110.45,825.69,846.94,917.51,936.12,691.74,1231.74,770.78,928.34,998.59,1303.06,778.35,616.07,745.45,904.71,763,808.15,945.86,631.52,1136.32,1084.12,1037.26,947.35,971.03,778.14,946.02,881.67,1021.52,1059.93,570.52,771.17,667,1358.01,665.14,715.12,795.16,816.47,904.75,605.42,552.71,887.18,932.87,1078.09,918.43,616.94,1392.07,811.04,990.33,1094.98,1137.05,698.86,974.51,1199.68,1008.09,896.81,738.96,846.07,869.4,995.75,1387.49,606.19,746.36,1026.66,1244.3,1000.81,812.31,718.22,730.49,587.69,991.64
"222","03:15:07-05",843.2,1049.33,620.21,1189.41,1057.95,707.59,667.72,966.06,651.73,827.29,909.65,1010.55,929.45,974.96,1104.15,1141.79,965.69,1121.09,1118.52,710.38,755.93,1043.17,5099.43,776.68,204.06,955.24,983.08,748.16,729.26,1026.19,985.79,-9999,741.91,763.32,1123.43,1196.27,738.3,690.67,823.9,1136.19,1169.97,804.18,1173.39,1129.85,769.6,916.38,948.81,669.35,968.33,1366.23,1110.74,675.95,1053.98,976.41,1082.39,970.72,1073.26,729.06,686.4,1152.39,763.76,1125.61,666.2,1210.2,1253.19,665.29,793.28,811.03,1367.22,960.5,907.12,954.89,991.63,965.35,834.12,1096.79,844.8,698.21,897.46,739.05,862.06,701.51,1090.42,1087.07,1185.86,768.78,885.1,711.54,1078,711.58,737.03,922.7,847.44,1130.83,839.73,810.3,1084.33,777.69,749.24,1125.82,1194.45,824.01,1162.11,1017.23,726.53,758.27,1193.67,634.2,1038.76,910.12,817.17,1082.6,709.71,967,821.03,599.98,1045.9,947.73,786.79,878.2,884.19,1062.45,1089.09,932.23,928.27,921.6,1043.93,896.44,947.32,617.79,1081.14,756.59,770.58,731.9,1101.5,737.87,1002,888.32,750.96,872.23,NA,645.76,840.04,966.71,912.89,1106.41,730.56,660.76,885.84,1319.71,809.75,1091.43,1006.01,805.25,1110.47,825.69,846.94,917.52,936.11,691.73,1231.73,770.78,928.35,998.62,1303.06,778.34,616.07,745.46,904.72,763,808.15,945.86,631.54,1136.33,1084.13,1037.26,947.35,971.03,778.15,946.01,881.67,1021.53,1059.94,570.54,771.17,666.97,1358.01,665.15,715.11,795.14,816.48,904.76,605.43,552.71,887.21,932.88,1078.07,918.44,616.95,1392.07,811.03,990.33,1094.99,1137.05,698.86,974.49,1199.72,1008.1,896.81,738.96,846.09,869.38,995.75,1387.49,606.18,746.36,1026.66,1244.3,1000.81,812.27,718.22,730.49,587.7,991.63
"223","03:00:06-05",843.2,1049.33,620.21,1189.41,1058,707.51,667.72,966.06,651.74,827.28,909.65,1010.55,929.46,974.97,1104.15,1141.78,965.7,1121.09,1118.5,710.4,755.91,1043.17,5101.69,776.68,204.1,955.24,983.07,748.16,729.25,1026.22,985.81,-9999,741.9,763.33,1123.42,1196.27,738.3,690.57,823.92,1136.19,1170,804.19,1173.4,1129.87,769.6,916.4,948.84,669.35,968.32,1366.23,1110.74,675.95,1053.98,976.42,1082.39,970.71,1073.26,729.06,686.4,1152.39,763.76,1125.61,666.27,1210.19,1253.21,665.29,793.28,811.02,1367.21,960.5,907.14,954.88,991.64,965.35,834.15,1096.79,844.79,698.19,897.47,739.07,862.07,701.52,1090.43,1087.06,1185.87,768.77,885.1,711.51,1078.01,711.6,737.03,922.71,847.45,1130.84,839.73,810.31,1084.33,777.68,749.24,1125.82,1194.45,824.01,1162.12,1017.23,726.53,758.29,1193.69,634.18,1038.78,910.12,817.18,1082.59,709.68,967.01,821.03,599.97,1045.91,947.73,786.77,878.2,884.19,1062.47,1089.1,932.23,928.28,921.59,1043.94,896.44,947.37,617.79,1081.14,756.59,770.56,731.89,1101.49,737.88,1002.02,888.33,750.97,872.22,NA,645.78,840.06,966.71,912.9,1106.45,730.57,660.73,885.86,1319.71,809.79,1091.43,1005.96,805.26,1110.48,825.72,846.94,917.51,936.12,691.72,1231.73,770.78,928.33,998.6,1303.06,778.36,616.07,745.43,904.73,762.99,808.16,945.85,631.53,1136.32,1084.12,1037.27,947.35,971.01,778.15,945.99,881.68,1021.53,1059.91,570.54,771.14,666.97,1358.02,665.15,715.13,795.16,816.47,904.76,605.43,552.71,887.19,932.88,1078.09,918.43,616.95,1392.07,811.03,990.33,1094.99,1137.05,698.88,974.51,1199.72,1008.1,896.84,738.96,846.09,869.38,995.72,1387.49,606.17,746.35,1026.64,1244.29,1000.8,812.3,718.22,730.49,587.69,991.62
"224","02:45:06-05",843.22,1049.32,620.2,1189.42,1058.03,707.53,667.71,966.03,651.74,827.29,909.66,1010.57,929.45,974.95,1104.15,1141.78,965.71,1121.09,1118.5,710.4,755.9,1043.16,5101.69,776.68,204.11,955.23,983.04,748.16,729.26,1026.22,985.8,-9999,741.91,763.28,1123.42,1196.27,738.3,690.64,823.92,1136.19,1169.99,804.19,1173.39,1129.87,769.59,916.39,948.8,669.33,968.31,1366.24,1110.74,675.97,1053.97,976.42,1082.38,970.71,1073.27,729.06,686.39,1152.4,763.77,1125.63,666.24,1210.2,1253.2,665.3,793.28,811.01,1367.21,960.51,907.14,954.89,991.62,965.34,834.15,1096.78,844.78,698.17,897.47,739.06,862.1,701.52,1090.43,1087.07,1185.86,768.77,885.09,711.51,1078.02,711.59,737.02,922.73,847.45,1130.83,839.74,810.29,1084.32,777.71,749.23,1125.83,1194.44,824.01,1162.13,1017.25,726.54,758.27,1193.68,634.19,1038.84,910.11,817.18,1082.58,709.71,967.02,821.02,599.97,1045.91,947.69,786.78,878.21,884.2,1062.47,1089.1,932.23,928.26,921.59,1043.92,896.44,947.37,617.79,1081.16,756.57,770.56,731.89,1101.49,737.89,1002.02,888.31,750.97,872.19,NA,645.69,840.06,966.71,912.89,1106.46,730.57,660.73,885.87,1319.71,809.79,1091.46,1006.02,805.26,1110.49,825.72,846.94,917.53,936.12,691.73,1231.75,770.79,928.35,998.63,1303.05,778.35,616.07,745.43,904.7,762.97,808.15,945.86,631.53,1136.31,1084.13,1037.28,947.35,971,778.14,946.01,881.68,1021.52,1059.95,570.51,771.15,666.97,1358.02,665.13,715.1,795.17,816.47,904.75,605.42,552.71,887.2,932.89,1078.07,918.43,616.96,1392.08,811.04,990.32,1094.98,1137.06,698.88,974.52,1199.69,1008.1,896.83,738.97,846.09,869.41,995.75,1387.48,606.19,746.35,1026.67,1244.3,1000.78,812.24,718.21,730.48,587.71,991.62
"225","02:30:05-05",843.21,1049.33,620.19,1189.41,1058.02,707.57,667.71,966.05,651.74,827.28,909.66,1010.57,929.46,974.95,1104.15,1141.75,965.69,1121.06,1118.5,710.39,755.9,1043.16,5099.44,776.68,204.16,955.23,983.04,748.15,729.26,1026.23,985.8,-9999,741.91,763.27,1123.4,1196.27,738.3,690.51,823.92,1136.19,1169.99,804.2,1173.39,1129.87,769.61,916.4,948.76,669.34,968.31,1366.23,1110.73,675.98,1053.98,976.44,1082.39,970.7,1073.27,729.06,686.39,1152.4,763.77,1125.63,666.24,1210.07,1253.2,665.31,793.28,811.01,1367.23,960.5,907.14,954.87,991.63,965.35,834.16,1096.78,844.79,698.17,897.49,739.06,862.12,701.52,1090.42,1087.09,1185.85,768.77,885.1,711.51,1078.01,711.57,737.02,922.73,847.45,1130.83,839.74,810.3,1084.33,777.69,749.22,1125.83,1194.43,824.03,1162.14,1017.26,726.54,758.28,1193.7,634.21,1038.84,910.1,817.18,1082.59,709.71,967.01,821.03,599.98,1045.91,947.71,786.79,878.18,884.19,1062.46,1089.1,932.23,928.28,921.58,1043.94,896.44,947.39,617.79,1081.16,756.59,770.56,731.9,1101.49,737.88,1002.02,888.36,750.96,872.2,NA,645.76,840.07,966.7,912.91,1106.47,730.57,660.74,885.86,1319.71,809.78,1091.45,1006.03,805.26,1110.48,825.71,846.94,917.53,936.13,691.73,1231.73,770.79,928.36,998.61,1303.07,778.37,616.06,745.43,904.71,762.95,808.18,945.84,631.53,1136.31,1084.13,1037.28,947.35,971,778.14,946.02,881.67,1021.51,1059.96,570.51,771.15,666.96,1358.03,665.15,715.1,795.16,816.48,904.76,605.43,552.71,887.19,932.89,1078.09,918.43,616.95,1392.06,811.03,990.34,1094.99,1137.07,698.88,974.5,1199.71,1008.1,896.83,738.97,846.09,869.41,995.71,1387.48,606.18,746.35,1026.66,1244.3,1000.82,812.3,718.22,730.48,587.69,991.57
