Times,DRYCRK02,ENISH04,CHQSTCR01,BRSHYCR01,INDIAN02,SOAPCR02,HONEYCR01,ENDWY01,RLSTNCR01,BNNTTCR01,BVRCR01,TIPTNCR01,SQWCR03,SSKNK04,LAKECR01,CRANECR02,YELLOWRV01,TKYRV03,LTLTKY02,PRICECR01,CLRCRK03,WNBGORV01,POUDRERV01,DRYCR02,SKKMCHCK01,ONIONCR01,HRGVCR01,CLRCRKW01,BFFLOCR02,MDCRK01,CRANECR01,OTTERCR01,BLUECR01,MDDLRCCN02,MDDLRCCN03,BEARCRK01,NFCTFSH01,RAVENCR01,CHSLSCR01,WNISH03,NBEARCR01,ENISH05,WFLTLSIOUX01,INDCR03,SHLRK01,SHLRK03,CHQSTCR02,BEVRCRK01,LTLSIOUX04,WLLWCR02,DEERCR01,SHLRK04,OTTRCRK03,OTTRCRK04,SQWCR04,LTLCEDAR02,RHNCR01,SENGLSH01,WNBGORV04,PRICECR02,SFIOWA03,SCHQSTCR01,WNBGORV06,MAPLERV02,DEEPCRK01,OTTRCRK01,INDCR04,FLOYDRV02,PRAIRIE01,FOURMLE03,BEARCREEK01,LNGDCKCR01,MNTGMRY01,NWLNTCR02,CEDARRV04,DRYRNCRK01,INDCR01,LTLWLNT01,CLRCRKS01,WLNTCR02,BFFLOCR01,EFDSMNS01,SBVRCRK01,TRBLSM01,SOAPCR03,UIWARV01,HOOSRCR01,BOONERV01,CLRCRK02,DRYCR01,CEDARRV03,ELKRN01,CEDARRV05,MQKTARV02,DRYCRK01,TIPTNCR02,VLGARV01,RBRTSCR01,SHLRK05,NRCCNRV03,FOURMLE02,LTLSIOUX01,WNISH02,MRGNCR01,TKYRV01,WNBGORV05,SOAPCR01,INDIAN01,MDDLRCCN01,TKYRV02,BEAVER03,WAPSI03,MQKTARV05,MILLERCRK01,SKNKRV01,BRCHFLD01,LTLCEDAR01,LIMECR01,SSKNK03,OTTRCRK02,WNBGORV02,LTLWAPSI01,HEWITTCR01,BEAR01,NFMQKTA02,WOLFCRK01,MQKTARV03,ENISH02,IOWARV01,BEVRCRK02,WALNUTCR01,MUDCR01,CDRCR01,WLLWCR01,WAPSI04,BEAVER01,SQWCR02,RAPIDTRB01,SQWCR01,WLLWCR-IC01,LTLSOAP01,WLNTCR01,COFFINSCR01,WNISH01,EBRBVRDAM01,INDCR02,WFCRKDCR01,EINDNCR01,LTLSIOUX03,NSKNK01,SFIOWA01,SLVRCR01,WLFCR01,WNBGORV03,NWLNTCR01,VLGARV02,ENISH01,LTLTKY01,NENGLSH01,WATERMAN01,CLRCRKS02,SHLRK02,KEGCR01,LTLSIOUX02,SSKNK02,DUCKCR01,SSKNK01,DSMNSRV04,NORTHRV01,NFMQKTA01,HNYCRK01,SUGARCR01,SPRNGCRK01,VLGARV03,BEAVER02,DRNGDTCH01,GRANCRK01,SPRINGCR01,LTLASHER01,COONCR01,DYECRK01,BOYERRV02,MADCRK01,FOURMLE01,CEDARCRK01,OCHYDNRV01,WAPSI02,MCHKNCK01,MQKTARV01,MUDCRK01,MQKTARV04,GRNGRCR01,DSMNSRV02,NRCCNRV02,MSQUTOCR02,SRCCNRV01,MADCRK02,WFKLTSIOUX01,WAPSI05,BRCKCMP01,SLOUGHCR01,ROCKCR02,CLRCRK01,BEAVERCRK01,MAPLERV01,ROGERSCR01,NRCCNRV01,PRAIRIECRK01,RCCNRV01,DSMNSRV01,DSMNSRV03,LTLSIOUX05,CTFSHCR01,WLNTCRK01,ROCKCR01,WBFLOYDRV01,BOYERRV01,CAMPCR01,CEDARRV02,RAPIDCR01,GENEVACR01,MSQUTOCR01
08:00:14-05,843.52,1049.37,620.32,1189.4,1058.03,707.6,667.74,966.11,651.74,827.36,909.96,1010.75,929.62,975.2,1104.27,1141.81,965.71,1121.11,1118.55,710.39,755.98,1043.61,5099.41,776.73,199.54,955.34,983.32,748.23,729.27,1026.24,985.94,742.1,763.26,1123.43,1196.29,738.41,690.7,824.01,1136.2,1170.02,804.38,1173.38,1130,769.73,917.04,949.27,669.42,968.41,1366.96,1110.79,676.02,1054.27,976.51,1082.4,970.85,1073.37,729.06,686.52,1152.77,763.8,1126.36,666.31,1210.33,1253.27,665.4,793.35,811.18,1367.3,960.6,907.27,955,991.73,965.43,834.16,1096.71,844.79,698.29,897.49,739.13,862.19,701.56,1092.83,1087.27,1185.86,768.88,885.15,711.59,1078.64,711.69,737.01,923.1,847.55,1130.93,839.9,810.5,1084.53,777.84,749.25,1126.07,1194.67,824.12,1163.48,1017.32,726.54,758.48,1194.19,634.38,1038.81,910.17,817.28,1082.67,710.56,967.18,821.13,600.47,1045.84,947.87,786.94,878.42,884.25,1062.79,1089.15,932.27,928.36,921.6,1043.93,896.45,947.4,618.47,1081.23,756.74,770.65,732.03,1101.57,738.98,1002.05,888.54,751.01,872.42,0,645.65,840.09,966.87,912.97,1105.9,730.72,660.91,886.01,1320.46,809.88,1092.04,1006.12,805.49,1110.88,825.72,0,917.5,936.27,691.79,1231.82,770.84,928.96,998.69,1303.77,778.6,616.16,745.73,905.78,764.21,808.2,945.91,631.56,1136.14,1084.27,1037.34,947.46,971.11,778.23,946.12,881.83,1021.51,1060.1,570.5,772.25,667.14,1358.21,666.12,715.18,795.35,816.6,904.94,605.48,888.3,933.36,1078.19,918.45,616.99,1392.43,811.61,990.34,1095.01,1137.08,698.98,974.69,1199.76,1008.14,897.33,739.02,846.54,870.61,996.52,1388.06,606.22,746.49,1026.71,1244.3,1000.92,812.34,718.11,730.58,587.72,991.72
07:45:13-05,843.53,1049.39,620.33,1189.38,1058.04,707.59,667.74,966.11,651.75,827.36,909.97,1010.74,929.6,975.2,1104.26,1141.82,965.71,1121.12,1118.56,710.39,755.99,1043.62,5099.43,776.74,199.54,955.34,983.32,748.23,729.27,1026.22,985.94,742.09,763.26,1123.43,1196.28,738.4,690.83,824.01,1136.25,1170.02,804.37,1173.41,1129.97,769.72,917.05,949.28,669.4,968.42,1366.97,1110.81,676.01,1054.26,976.51,1082.44,970.85,1073.37,729.06,686.52,1152.75,763.8,1126.38,666.3,1210.33,1253.28,665.4,793.36,811.18,1367.31,960.6,907.26,954.99,991.75,965.43,834.15,1096.74,844.81,698.29,897.5,739.13,862.21,701.56,1092.84,1087.27,1185.84,768.88,885.18,711.58,1078.65,711.67,737.03,923.12,847.56,1130.92,839.9,810.5,1084.54,777.84,749.22,1126.06,1194.68,824.12,1163.5,1017.33,726.56,758.48,1194.18,634.38,1038.81,910.19,817.3,1082.68,710.56,967.18,821.12,600.47,1045.83,947.87,786.93,878.42,884.26,1062.8,1089.14,932.28,928.36,921.59,1043.93,896.44,947.4,618.48,1081.23,756.72,770.64,732.02,1101.58,738.98,1002.05,888.52,751.01,872.41,0,645.58,840.11,966.88,912.97,1105.89,730.72,660.9,886.02,1320.46,809.88,1092.05,1006.09,805.48,1110.88,825.72,0,917.51,936.27,691.78,1231.82,770.83,928.95,998.68,1303.76,778.62,616.16,745.72,905.77,764.22,808.2,945.92,631.57,1136.15,1084.28,1037.35,947.46,971.1,778.22,946.13,881.83,1021.52,1060.07,570.5,772.27,667.14,1358.23,666.13,715.18,795.35,816.59,904.95,605.46,888.34,933.36,1078.17,918.46,616.99,1392.44,811.63,990.36,1095.01,1137.08,698.98,974.69,1199.68,1008.15,897.34,739.01,846.55,870.61,996.51,1388.06,606.21,746.49,1026.73,1244.3,1000.91,812.34,718.07,730.58,587.71,991.7
07:30:12-05,843.53,1049.38,620.32,1189.41,1058.04,707.6,667.74,966.11,651.73,827.36,909.98,1010.75,929.62,975.21,1104.28,1141.83,965.73,1121.12,1118.56,710.39,755.98,1043.6,5099.43,776.73,199.54,955.33,983.33,748.23,729.28,1026.24,985.96,742.1,763.26,1123.44,1196.29,738.4,690.76,824,1136.22,1170.05,804.36,1173.43,1129.98,769.72,917.06,949.32,669.42,968.41,1366.97,1110.81,676.02,1054.29,976.51,1082.42,970.84,1073.37,729.07,686.53,1152.76,763.8,1126.38,666.3,1210.33,1253.28,665.38,793.36,811.2,1367.3,960.59,907.28,955,991.74,965.43,834.14,1096.73,844.82,698.28,897.49,739.13,862.19,701.56,1092.86,1087.27,1185.87,768.88,885.19,711.57,1078.65,711.68,737.02,923.15,847.56,1130.92,839.89,810.5,1084.53,777.83,749.26,1126.07,1194.68,824.12,1163.5,1017.34,726.56,758.5,1194.2,634.37,1038.81,910.19,817.28,1082.67,710.54,967.17,821.13,600.45,1045.86,947.88,786.94,878.42,884.25,1062.79,1089.16,932.27,928.37,921.61,1043.92,896.42,947.4,618.45,1081.24,756.73,770.65,732.01,1101.58,738.99,1002.05,888.53,751,872.42,0,645.6,840.11,966.87,913.01,1105.88,730.71,660.9,886.04,1320.45,809.87,1092.05,1006.1,805.48,1110.87,825.72,0,917.54,936.29,691.77,1231.83,770.84,928.99,998.68,1303.77,778.63,616.15,745.7,905.78,764.23,808.2,945.92,631.56,1136.13,1084.28,1037.35,947.46,971.11,778.23,946.12,881.83,1021.53,1060.07,570.51,772.25,667.14,1358.25,666.11,715.18,795.34,816.59,904.94,605.47,888.35,933.35,1078.18,918.46,617,1392.44,811.63,990.37,1095.02,1137.07,698.98,974.65,1199.77,1008.16,897.36,739.01,846.53,870.59,996.58,1388.05,606.2,746.49,1026.74,1244.29,1000.9,812.34,718.08,730.58,587.72,991.72
07:15:11-05,843.54,1049.41,620.31,1189.39,1058.05,707.59,667.75,966.13,651.73,827.36,909.98,1010.75,929.61,975.2,1104.27,1141.85,965.73,1121.13,1118.55,710.39,755.97,1043.62,5101.69,776.73,199.52,955.34,983.34,748.23,729.27,1026.23,985.97,742.09,763.27,1123.44,1196.28,738.4,690.76,824.01,1136.23,1170.07,804.38,1173.44,1129.98,769.72,917.07,949.32,669.41,968.4,1366.97,1110.81,676.01,1054.29,976.52,1082.44,970.84,1073.38,729.06,686.51,1152.78,763.83,1126.38,666.31,1210.33,1253.27,665.42,793.36,811.19,1367.3,960.6,907.27,955,991.74,965.43,834.15,1096.75,844.81,698.28,897.5,739.13,862.23,701.56,1092.86,1087.29,1185.87,768.89,885.2,711.58,1078.65,711.67,737.04,923.13,847.57,1130.92,839.9,810.5,1084.53,777.83,749.25,1126.06,1194.67,824.12,1163.53,1017.33,726.56,758.5,1194.2,634.38,1038.84,910.18,817.3,1082.68,710.54,967.17,821.12,600.48,1045.85,947.88,786.93,878.42,884.25,1062.8,1089.2,932.26,928.35,921.59,1043.91,896.43,947.42,618.48,1081.24,756.74,770.65,732.02,1101.58,738.98,1002.04,888.54,751,872.41,0,645.61,840.11,966.87,913.02,1105.88,730.72,660.91,886.03,1320.47,809.88,1092.05,1006.11,805.48,1110.87,825.72,0,917.54,936.29,691.78,1231.82,770.84,929,998.68,1303.79,778.63,616.17,745.71,905.77,764.22,808.2,945.92,631.56,1136.15,1084.28,1037.35,947.45,971.11,778.23,946.14,881.83,1021.53,1060.09,570.51,772.26,667.15,1358.26,666.14,715.2,795.36,816.57,904.92,605.46,888.35,933.35,1078.22,918.46,616.98,1392.45,811.62,990.36,1095.02,1137.1,698.97,974.68,1199.7,1008.16,897.35,739.01,846.53,870.59,996.59,1388.05,606.2,746.47,1026.75,1244.29,1000.92,812.33,718.1,730.57,587.71,991.73
07:00:11-05,843.54,1049.41,620.32,1189.41,1058.04,707.59,667.75,966.14,651.73,827.36,909.99,1010.75,929.62,975.21,1104.28,1141.86,965.73,1121.15,1118.59,710.39,755.98,1043.64,5099.45,776.74,199.53,955.34,983.34,748.22,729.27,1026.24,985.96,742.09,763.27,1123.44,1196.28,738.39,690.69,824,1136.23,1170.07,804.37,1173.43,1129.99,769.73,917.09,949.34,669.41,968.41,1366.98,1110.81,676.01,1054.29,976.52,1082.41,970.84,1073.38,729.07,686.52,1152.76,763.81,1126.37,666.29,1210.32,1253.28,665.41,793.36,811.19,1367.3,960.61,907.29,955,991.75,965.43,834.15,1096.75,844.8,698.28,897.51,739.13,862.22,701.56,1092.88,1087.28,1185.87,768.88,885.18,711.58,1078.66,711.68,737.05,923.17,847.56,1130.92,839.91,810.5,1084.53,777.82,749.25,1126.06,1194.68,824.13,1163.5,1017.35,726.55,758.49,1194.2,634.37,1038.84,910.19,817.29,1082.71,710.56,967.19,821.13,600.48,1045.86,947.9,786.94,878.41,884.25,1062.81,1089.2,932.26,928.36,921.59,1043.93,896.42,947.43,618.48,1081.23,756.73,770.65,732.01,1101.57,739,1002.06,888.54,751,872.4,0,645.61,840.1,966.86,913.01,1105.86,730.72,660.91,886.03,1320.47,809.87,1092.06,1006.13,805.48,1110.88,825.71,0,917.54,936.3,691.78,1231.83,770.84,929,998.7,1303.79,778.64,616.17,745.71,905.8,764.23,808.17,945.91,631.57,1136.15,1084.28,1037.36,947.47,971.1,778.23,946.14,881.83,1021.54,1060.1,570.52,772.27,667.16,1358.25,666.13,715.2,795.32,816.55,904.94,605.47,888.37,933.37,1078.22,918.47,616.99,1392.46,811.63,990.37,1095.02,1137.08,698.96,974.72,1199.7,1008.16,897.35,739.01,846.53,870.63,996.53,1388.07,606.21,746.48,1026.76,1244.28,1000.92,812.34,718.06,730.57,587.71,991.77
06:45:10-05,843.53,1049.42,620.31,1189.41,1058.04,707.57,667.75,966.13,651.73,827.36,910,1010.76,929.61,975.2,1104.29,1141.87,965.72,1121.14,1118.59,710.39,755.98,1043.66,5099.44,776.74,199.52,955.33,983.36,748.22,729.27,1026.25,985.96,742.1,763.25,1123.47,1196.29,738.41,690.78,824.01,1136.24,1170.07,804.37,1173.44,1130,769.71,917.1,949.35,669.4,968.42,1366.99,1110.82,676.02,1054.29,976.51,1082.45,970.85,1073.4,729.06,686.53,1152.78,763.83,1126.38,666.3,1210.33,1253.29,665.41,793.36,811.18,1367.31,960.61,907.27,955,991.75,965.44,834.13,1096.77,844.81,698.28,897.5,739.12,862.2,701.56,1092.88,1087.27,1185.88,768.87,885.2,711.58,1078.66,711.67,737.06,923.16,847.56,1130.92,839.9,810.48,1084.54,777.83,749.25,1126.07,1194.68,824.12,1163.52,1017.33,726.56,758.51,1194.19,634.37,1038.83,910.16,817.28,1082.73,710.56,967.19,821.12,600.49,1045.81,947.9,786.94,878.43,884.25,1062.81,1089.19,932.26,928.35,921.58,1043.93,896.42,947.43,618.48,1081.24,756.73,770.65,732.02,1101.59,738.99,1002.07,888.54,751,872.39,0,645.59,840.11,966.86,913.02,1105.87,730.72,660.92,886.03,1320.48,809.86,1092.05,1006.13,805.48,1110.87,825.71,0,917.53,936.29,691.77,1231.81,770.84,929.01,998.7,1303.78,778.63,616.17,745.71,905.78,764.22,808.17,945.91,631.55,1136.17,1084.28,1037.37,947.47,971.12,778.22,946.13,881.83,1021.54,1060.11,570.52,772.27,667.12,1358.24,666.15,715.2,795.33,816.55,904.92,605.48,888.36,933.36,1078.22,918.46,617,1392.46,811.64,990.36,1095.03,1137.11,698.97,974.71,1199.76,1008.16,897.36,738.99,846.55,870.61,996.64,1388.06,606.25,746.47,1026.77,1244.29,1000.91,812.34,718.06,730.57,587.72,991.76
06:30:09-05,843.52,1049.42,620.3,1189.41,1058.04,707.56,667.76,966.13,651.74,827.36,910,1010.76,929.64,975.21,1104.28,1141.87,965.72,1121.13,1118.59,710.39,755.99,1043.67,5099.42,776.74,199.54,955.34,983.35,748.23,729.27,1026.26,985.95,742.08,763.26,1123.46,1196.29,738.39,690.63,824.01,1136.25,1170.08,804.37,1173.43,1129.99,769.72,917.1,949.35,669.41,968.43,1366.99,1110.83,676.02,1054.3,976.51,1082.44,970.85,1073.4,729.06,686.52,1152.79,763.81,1126.38,666.29,1210.33,1253.28,665.42,793.36,811.17,1367.31,960.61,907.29,955.01,991.76,965.44,834.14,1096.78,844.81,698.29,897.49,739.12,862.22,701.55,1092.88,1087.29,1185.89,768.86,885.17,711.58,1078.67,711.67,737.05,923.17,847.56,1130.93,839.88,810.49,1084.53,777.82,749.25,1126.07,1194.68,824.13,1163.54,1017.35,726.56,758.5,1194.21,634.36,1038.85,910.19,817.28,1082.74,710.56,967.16,821.13,600.48,1045.83,947.9,786.93,878.43,884.25,1062.81,1089.19,932.26,928.35,921.58,1043.92,896.42,947.42,618.49,1081.24,756.73,770.65,732.02,1101.58,738.99,1002.07,888.56,751,872.39,0,645.62,840.12,966.86,913.04,1105.91,730.71,660.91,886.04,1320.46,809.88,1092.06,1006.13,805.48,1110.89,825.72,0,917.53,936.3,691.78,1231.83,770.84,929.02,998.71,1303.78,778.63,616.17,745.71,905.81,764.24,808.17,945.9,631.55,1136.24,1084.28,1037.37,947.47,971.12,778.23,946.14,881.84,1021.52,1060.12,570.51,772.28,667.13,1358.27,666.14,715.2,795.33,816.54,904.91,605.48,888.35,933.38,1078.19,918.48,617,1392.47,811.63,990.37,1095.02,1137.11,698.96,974.7,1199.77,1008.15,897.36,738.98,846.56,870.63,996.61,1388.08,606.22,746.48,1026.77,1244.3,1000.92,812.34,718.06,730.57,587.71,991.78
06:15:08-05,843.53,1049.44,620.29,1189.43,1058.04,707.56,667.75,966.13,651.74,827.36,910,1010.75,929.63,975.23,1104.3,1141.88,965.74,1121.14,1118.59,710.39,755.98,1043.65,5099.42,776.73,199.53,955.34,983.35,748.23,729.27,1026.26,985.94,742.09,763.25,1123.47,1196.29,738.39,690.79,824,1136.24,1170.05,804.37,1173.43,1130,769.7,917.1,949.37,669.4,968.41,1366.99,1110.83,676.02,1054.31,976.52,1082.43,970.86,1073.4,729.06,686.52,1152.79,763.8,1126.36,666.29,1210.33,1253.29,665.42,793.34,811.18,1367.31,960.62,907.28,954.98,991.76,965.44,834.12,1096.77,844.81,698.27,897.49,739.12,862.21,701.55,1092.89,1087.28,1185.86,768.85,885.2,711.58,1078.68,711.67,737.06,923.17,847.56,1130.95,839.87,810.49,1084.54,777.82,749.19,1126.07,1194.69,824.12,1163.54,1017.33,726.55,758.49,1194.21,634.35,1038.85,910.19,817.27,1082.73,710.56,967.18,821.12,600.49,1045.86,947.88,786.93,878.43,884.24,1062.83,1089.18,932.23,928.36,921.6,1043.92,896.41,947.42,618.49,1081.27,756.73,770.64,732.02,1101.6,739,1002.07,888.56,751,872.41,0,645.64,840.12,966.85,913.01,1105.93,730.71,660.91,886.03,1320.47,809.87,1092.07,1006.13,805.49,1110.9,825.7,0,917.53,936.29,691.77,1231.85,770.85,929.04,998.69,1303.79,778.63,616.17,745.72,905.81,764.23,808.18,945.91,631.54,1136.24,1084.27,1037.36,947.46,971.12,778.22,946.14,881.84,1021.55,1060.1,570.52,772.26,667.13,1358.26,666.17,715.19,795.32,816.53,904.91,605.48,888.35,933.37,1078.22,918.47,617,1392.48,811.62,990.36,1095.03,1137.13,698.96,974.69,1199.77,1008.16,897.35,738.98,846.54,870.63,996.55,1388.08,606.23,746.49,1026.78,1244.33,1000.91,812.34,718.05,730.58,587.72,991.79
06:00:08-05,843.53,1049.45,620.3,1189.42,1058.06,707.58,667.76,966.11,651.74,827.36,909.99,1010.76,929.63,975.22,1104.29,1141.88,965.72,1121.13,1118.59,710.38,755.98,1043.67,5099.39,776.72,199.55,955.36,983.35,748.23,729.27,1026.26,985.95,742.08,763.25,1123.46,1196.3,738.4,690.51,824,1136.26,1170.06,804.37,1173.43,1130,769.7,917.1,949.37,669.38,968.42,1367.02,1110.83,676.03,1054.33,976.51,1082.44,970.87,1073.41,729.07,686.53,1152.79,763.81,1126.38,666.28,1210.33,1253.29,665.41,793.35,811.18,1367.32,960.61,907.3,955.01,991.75,965.44,834.13,1096.79,844.82,698.29,897.5,739.13,862.2,701.55,1092.9,1087.3,1185.89,768.85,885.18,711.56,1078.68,711.68,737.07,923.16,847.57,1130.94,839.83,810.46,1084.53,777.83,749.22,1126.08,1194.7,824.12,1163.56,1017.33,726.55,758.49,1194.21,634.38,1038.84,910.18,817.27,1082.7,710.56,967.16,821.13,600.49,1045.85,947.86,786.93,878.43,884.23,1062.82,1089.18,932.27,928.36,921.61,1043.93,896.41,947.41,618.5,1081.26,756.74,770.64,732.01,1101.6,738.98,1002.07,888.56,750.99,872.4,0,645.6,840.11,966.86,913.01,1106,730.71,660.92,886.04,1320.48,809.86,1092.07,1006.14,805.48,1110.9,825.71,0,917.53,936.3,691.78,1231.84,770.85,929.05,998.7,1303.78,778.63,616.17,745.71,905.8,764.24,808.17,945.91,631.55,1136.21,1084.28,1037.37,947.47,971.12,778.23,946.14,881.84,1021.54,1060.1,570.51,772.27,667.11,1358.26,666.17,715.19,795.34,816.53,904.93,605.48,888.37,933.38,1078.24,918.46,617.01,1392.48,811.65,990.36,1095.03,1137.12,698.96,974.7,1199.77,1008.16,897.36,739,846.56,870.65,996.61,1388.07,606.22,746.49,1026.78,1244.33,1000.9,812.35,718.06,730.57,587.71,991.78
05:45:07-05,843.53,1049.43,620.3,1189.44,1058.06,707.56,667.76,966.13,651.73,827.35,910,1010.76,929.64,975.22,1104.29,1141.87,965.73,1121.13,1118.56,710.39,755.98,1043.68,5099.42,776.73,199.53,955.34,983.34,748.23,729.27,1026.25,985.94,742.07,763.26,1123.46,1196.3,738.39,690.64,824.01,1136.27,1170.07,804.34,1173.44,1130.01,769.71,917.12,949.38,669.4,968.41,1367.02,1110.83,676.01,1054.31,976.52,1082.43,970.86,1073.41,729.07,686.52,1152.79,763.81,1126.37,666.28,1210.32,1253.3,665.42,793.34,811.18,1367.3,960.61,907.29,955.02,991.75,965.44,834.14,1096.8,844.8,698.29,897.49,739.13,862.22,701.56,1092.91,1087.29,1185.89,768.85,885.18,711.58,1078.7,711.68,737.03,923.15,847.57,1130.96,839.86,810.48,1084.53,777.82,749.22,1126.08,1194.72,824.13,1163.54,1017.34,726.55,758.5,1194.21,634.37,1038.83,910.18,817.25,1082.65,710.6,967.17,821.12,600.48,1045.88,947.88,786.93,878.43,884.23,1062.81,1089.18,932.26,928.36,921.61,1043.93,896.42,947.4,618.5,1081.26,756.73,770.65,731.98,1101.6,739.01,1002.06,888.56,751.01,872.43,0,645.6,840.11,966.85,913.01,1106.1,730.71,660.91,886.01,1320.48,809.87,1092.06,1006.14,805.48,1110.91,825.7,0,917.53,936.29,691.77,1231.84,770.84,929.06,998.7,1303.79,778.62,616.18,745.71,905.82,764.25,808.15,945.9,631.56,1136.19,1084.27,1037.36,947.46,971.11,778.23,946.13,881.83,1021.55,1060.07,570.52,772.26,667.11,1358.26,666.17,715.19,795.31,816.52,904.92,605.48,888.38,933.39,1078.24,918.48,617,1392.49,811.64,990.36,1095.03,1137.14,698.96,974.7,1199.81,1008.15,897.37,739,846.54,870.63,996.57,1388.07,606.24,746.48,1026.76,1244.3,1000.92,812.35,718.04,730.57,587.71,991.78
05:30:05-05,843.53,1049.41,620.3,1189.43,1058.05,707.55,667.76,966.12,651.74,827.35,910,1010.75,929.63,975.23,1104.29,1141.87,965.72,1121.13,1118.55,710.39,755.98,1043.67,5099.41,776.73,199.54,955.34,983.35,748.23,729.27,1026.25,985.93,742.09,763.24,1123.45,1196.29,738.4,690.64,824,1136.25,1170.07,804.36,1173.43,1130,769.71,917.11,949.38,669.4,968.41,1367.03,1110.82,676.02,1054.31,976.5,1082.43,970.86,1073.4,729.07,686.54,1152.78,763.81,1126.37,666.28,1210.32,1253.29,665.43,793.33,811.19,1367.31,960.6,907.3,955.01,991.75,965.44,834.15,1096.81,844.8,698.28,897.49,739.13,862.22,701.55,1092.91,1087.28,1185.88,768.85,885.18,711.58,1078.68,711.69,737.05,923.14,847.58,1130.95,839.89,810.49,1084.53,777.83,749.24,1126.08,1194.7,824.12,1163.55,1017.31,726.55,758.49,1194.22,634.34,1038.84,910.17,817.23,1082.62,710.58,967.15,821.12,600.48,1045.85,947.88,786.92,878.43,884.22,1062.84,1089.17,932.27,928.37,921.61,1043.92,896.41,947.41,618.5,1081.26,756.72,770.65,731.98,1101.59,739.03,1002.07,888.56,751,872.4,0,645.59,840.1,966.85,913.01,1106.24,730.72,660.91,886.04,1320.48,809.86,1092.04,1006.12,805.48,1110.92,825.71,0,917.53,936.28,691.78,1231.85,770.83,929.07,998.69,1303.79,778.63,616.16,745.72,905.84,764.23,808.21,945.9,631.55,1136.16,1084.27,1037.37,947.46,971.11,778.24,946.13,881.81,1021.55,1060.09,570.57,772.25,667.09,1358.27,666.18,715.16,795.34,816.53,904.92,605.49,888.37,933.39,1078.21,918.47,617.02,1392.49,811.64,990.35,1095.03,1137.13,698.96,974.72,1199.78,1008.15,897.36,738.99,846.56,870.65,996.67,1388.08,606.24,746.5,1026.76,1244.32,1000.93,812.35,718.07,730.58,587.72,991.79
05:15:04-05,843.54,1049.42,620.31,1189.42,1058.05,707.52,667.76,966.12,651.74,827.36,909.99,1010.76,929.65,975.22,1104.29,1141.87,965.72,1121.11,1118.55,710.39,755.98,1043.67,5099.41,776.73,199.52,955.36,983.34,748.23,729.27,1026.24,985.91,742.09,763.25,1123.47,1196.3,738.38,690.65,824.01,1136.27,1170.07,804.36,1173.44,1130.01,769.71,917.12,949.37,669.39,968.38,1367.01,1110.82,676.02,1054.31,976.51,1082.41,970.86,1073.41,729.07,686.54,1152.77,763.81,1126.36,666.3,1210.34,1253.3,665.42,793.33,811.17,1367.31,960.6,907.29,955,991.75,965.44,834.15,1096.78,844.8,698.3,897.49,739.13,862.19,701.56,1092.92,1087.29,1185.87,768.84,885.18,711.59,1078.71,711.71,737.02,923.16,847.57,1130.95,839.87,810.5,1084.54,777.81,749.22,1126.07,1194.71,824.12,1163.55,1017.32,726.55,758.51,1194.21,634.34,1038.84,910.2,817.24,1082.62,710.61,967.14,821.12,600.46,1045.86,947.89,786.92,878.43,884.22,1062.83,1089.19,932.28,928.37,921.62,1043.93,896.43,947.4,618.49,1081.27,756.72,770.65,731.97,1101.59,739.07,1002.06,888.55,751,872.44,0,645.67,840.11,966.85,913,1106.4,730.73,660.91,886.04,1320.49,809.87,1092.06,1006.11,805.48,1110.92,825.71,0,917.53,936.29,691.78,1231.84,770.84,929.06,998.69,1303.81,778.61,616.17,745.71,905.82,764.23,808.21,945.9,631.56,1136.14,1084.28,1037.37,947.47,971.11,778.23,946.13,881.8,1021.54,1060.1,570.56,772.26,667.08,1358.28,666.18,715.15,795.34,816.52,904.93,605.49,888.39,933.38,1078.21,918.46,617.01,1392.49,811.67,990.34,1095.03,1137.14,698.97,974.72,1199.78,1008.15,897.36,738.99,846.55,870.63,996.64,1388.09,606.23,746.49,1026.75,1244.3,1000.94,812.35,718.11,730.58,587.73,991.77
